world,district,ward_number,plot_number,house_size,lotto_entries
Leviathan,The Lavender Beds,6,17,1,6
Hyperion,Shirogane,16,54,2,97
Exodus,The Lavender Beds,14,9,1,11
Mateus,Mist,26,56,1,10
Exodus,The Lavender Beds,11,44,1,3
Excalibur,Shirogane,28,9,1,17
Exodus,The Goblet,26,11,2,16
Famfrit,Shirogane,29,24,2,92
Balmung,The Goblet,26,3,1,20
Exodus,The Lavender Beds,26,14,1,5
Exodus,The Lavender Beds,28,28,3,194
Famfrit,Shirogane,8,53,1,8
Famfrit,Mist,19,4,2,52
Siren,Empyreum,13,33,1,5
Sargatanas,The Goblet,19,10,1,3
Jenova,The Goblet,21,38,2,32
Faerie,The Goblet,3,21,1,9
Gilgamesh,Empyreum,6,28,1,7
Gilgamesh,Shirogane,18,11,1,14
Mateus,Mist,11,44,2,66
Exodus,Mist,26,22,1,9
Balmung,The Lavender Beds,8,35,2,167
Behemoth,Mist,3,53,1,3
Diabolos,Empyreum,3,37,2,26
Leviathan,Empyreum,30,53,1,4
Leviathan,Empyreum,24,3,1,3
Coeurl,Shirogane,29,4,1,19
Midgardsormr,Mist,29,39,1,9
Coeurl,The Lavender Beds,10,47,1,26
Cactuar,Mist,22,9,1,8
Exodus,Shirogane,18,32,1,5
Coeurl,Mist,11,47,1,14
Jenova,Mist,20,31,2,135
Jenova,Empyreum,24,36,1,8
Excalibur,Empyreum,14,15,1,5
Excalibur,Empyreum,14,25,1,7
Brynhildr,Mist,18,21,1,39
Brynhildr,Mist,11,1,2,65
Brynhildr,The Lavender Beds,27,53,1,14
Brynhildr,Shirogane,21,35,1,12
Malboro,Shirogane,24,24,2,54
Faerie,Empyreum,30,11,1,19
Faerie,The Lavender Beds,24,54,1,25
Malboro,Empyreum,2,25,1,1
Diabolos,Mist,15,18,1,13
Diabolos,Mist,29,52,1,6
Diabolos,Mist,29,25,1,6
Faerie,Shirogane,26,14,1,33
Sargatanas,The Lavender Beds,20,19,1,10
Sargatanas,The Lavender Beds,20,33,3,320
Leviathan,The Lavender Beds,23,34,1,11
Leviathan,The Lavender Beds,3,15,1,3
Leviathan,The Lavender Beds,2,32,1,2
Diabolos,The Lavender Beds,13,2,1,5
Diabolos,The Goblet,27,52,1,2
Diabolos,The Goblet,26,40,1,2
Diabolos,The Goblet,14,48,1,4
Malboro,Mist,15,55,1,4
Brynhildr,Mist,20,47,1,11
Sargatanas,Mist,20,60,2,120
Sargatanas,Shirogane,12,18,1,17
Cactuar,The Lavender Beds,14,2,1,15
Cactuar,The Lavender Beds,9,33,3,297
Goblin,Mist,21,51,1,14
Lamia,Empyreum,8,56,2,69
Ultros,The Goblet,30,24,1,3
Ultros,The Goblet,5,38,2,18
Lamia,The Goblet,9,58,1,3
Ultros,Shirogane,19,55,1,10
Lamia,Mist,18,37,2,64
Malboro,The Goblet,10,8,2,38
Midgardsormr,Shirogane,26,14,1,10
Midgardsormr,Shirogane,5,28,2,78
Gilgamesh,Empyreum,20,18,2,57
Mateus,Empyreum,21,26,2,135
Siren,Empyreum,13,34,1,5
Adamantoise,The Goblet,11,40,1,6
Gilgamesh,The Lavender Beds,10,27,2,81
Gilgamesh,The Lavender Beds,5,46,2,72
Siren,The Goblet,29,50,1,18
Mateus,The Lavender Beds,18,56,1,22
Mateus,The Lavender Beds,6,42,1,20
Adamantoise,Mist,14,36,2,152
Adamantoise,Shirogane,13,10,1,15
Zalera,Mist,17,12,1,18
Famfrit,Shirogane,30,38,2,70
Famfrit,Shirogane,20,31,2,65
Behemoth,Mist,24,18,1,4
Famfrit,Empyreum,20,2,2,51
Famfrit,Empyreum,20,35,1,5
Excalibur,Shirogane,10,6,1,22
Behemoth,The Lavender Beds,22,1,2,51
Famfrit,The Goblet,23,36,2,23
Behemoth,The Lavender Beds,5,19,1,1
Famfrit,The Goblet,11,33,1,3
Excalibur,The Goblet,28,39,1,9
Excalibur,The Goblet,11,47,1,6
Excalibur,The Goblet,9,40,1,5
Famfrit,The Lavender Beds,9,40,1,8
Excalibur,The Lavender Beds,26,12,1,16
Famfrit,Mist,30,23,1,6
Famfrit,Mist,24,13,1,6
Excalibur,Empyreum,23,5,1,6
Hyperion,The Goblet,19,17,1,1
Hyperion,The Goblet,4,46,1,1
Hyperion,The Lavender Beds,12,38,1,5
Goblin,Mist,5,48,1,5
Goblin,Empyreum,27,17,2,115
Goblin,The Goblet,14,7,1,9
Zalera,Shirogane,2,42,1,4
Malboro,The Lavender Beds,26,8,1,6
Coeurl,Mist,4,20,1,7
Behemoth,Shirogane,20,38,2,125
Brynhildr,The Goblet,26,60,3,70
Faerie,The Lavender Beds,19,58,3,250
Faerie,The Goblet,21,18,1,16
Faerie,The Goblet,20,58,1,12
Faerie,The Goblet,12,59,1,11
Midgardsormr,The Lavender Beds,18,40,1,14
Midgardsormr,Mist,8,9,1,12
Gilgamesh,The Goblet,11,24,1,7
Zalera,The Goblet,11,15,1,12
Brynhildr,The Goblet,26,30,3,70
Brynhildr,Mist,10,52,1,14
Cactuar,The Goblet,22,58,1,9
Cactuar,Mist,16,41,1,8
Diabolos,Shirogane,14,20,1,17
Jenova,Shirogane,27,34,1,16
Jenova,Shirogane,11,59,1,15
Jenova,The Goblet,17,16,1,13
Lamia,The Goblet,15,10,1,3
Famfrit,Mist,27,18,1,9
Leviathan,Mist,6,27,1,4
Zalera,Mist,21,24,1,9
Ultros,The Lavender Beds,21,54,1,9
Coeurl,The Goblet,8,14,1,10
Excalibur,The Goblet,12,9,1,6
Jenova,Shirogane,9,50,1,18
Malboro,The Lavender Beds,14,48,1,9
Excalibur,Mist,20,18,1,21
Diabolos,The Goblet,20,22,1,3
Diabolos,The Goblet,20,42,2,29
Mateus,Empyreum,3,21,2,74
Excalibur,The Lavender Beds,4,53,1,10
Siren,Empyreum,2,27,1,8
Siren,Mist,2,22,1,25
Gilgamesh,Shirogane,21,49,2,113
Gilgamesh,Empyreum,7,41,1,9
Adamantoise,Mist,29,36,2,104
Mateus,Empyreum,19,25,1,18
Siren,Empyreum,26,19,1,5
Siren,The Goblet,30,23,1,6
Diabolos,The Lavender Beds,29,30,2,110
Siren,Mist,19,31,2,51
Siren,Mist,17,15,3,185
Siren,The Lavender Beds,7,27,2,61
Adamantoise,The Goblet,21,2,1,5
Famfrit,The Goblet,14,40,1,3
Leviathan,The Lavender Beds,15,2,1,11
Leviathan,Shirogane,30,37,3,163
Famfrit,Mist,23,52,1,10
Mateus,The Goblet,24,19,2,100
Coeurl,Shirogane,23,49,2,120
Coeurl,The Goblet,22,20,1,9
Coeurl,The Goblet,16,32,1,2
Coeurl,Empyreum,10,29,1,7
Brynhildr,Shirogane,9,29,1,14
Lamia,The Lavender Beds,26,27,2,104
Balmung,Empyreum,28,58,1,20
Siren,The Lavender Beds,30,5,2,47
Lamia,Shirogane,24,19,2,97
Exodus,Shirogane,23,9,1,11
Exodus,Shirogane,3,13,2,60
Ultros,Mist,27,34,2,61
Faerie,The Lavender Beds,28,7,1,32
Brynhildr,The Lavender Beds,15,15,1,19
Jenova,The Lavender Beds,5,24,1,5
Zalera,The Lavender Beds,25,2,1,7
Gilgamesh,Shirogane,14,14,1,16
Gilgamesh,Shirogane,7,6,1,20
Malboro,Mist,14,43,1,3
Siren,The Goblet,15,13,3,75
Malboro,Empyreum,16,38,2,38
Malboro,Empyreum,13,45,1,3
Malboro,Empyreum,9,47,2,42
Faerie,Mist,6,32,3,236
Gilgamesh,The Goblet,18,29,1,7
Gilgamesh,The Goblet,3,12,2,24
Midgardsormr,Mist,16,38,1,11
Brynhildr,Shirogane,30,59,1,14
Siren,Mist,16,48,1,34
Cactuar,The Goblet,27,6,2,41
Mateus,Empyreum,30,25,1,27
Sargatanas,The Goblet,22,54,1,5
Cactuar,Empyreum,24,11,1,13
Sargatanas,The Lavender Beds,28,17,1,19
Hyperion,Mist,9,17,1,11
Ultros,Shirogane,28,15,2,57
Balmung,The Lavender Beds,12,50,1,25
Balmung,The Lavender Beds,8,8,1,35
Balmung,The Lavender Beds,16,8,1,32
Behemoth,The Lavender Beds,7,52,1,7
Excalibur,Empyreum,30,33,1,5
Excalibur,Empyreum,30,29,1,2
Excalibur,Empyreum,27,28,1,9
Diabolos,Empyreum,20,2,2,47
Faerie,Mist,22,25,1,18
Mateus,Shirogane,9,46,3,337
Lamia,Mist,21,10,1,11
Lamia,Shirogane,5,23,1,8
Malboro,The Goblet,22,16,1,3
Brynhildr,The Lavender Beds,19,14,1,8
Brynhildr,The Lavender Beds,9,32,1,6
Balmung,Shirogane,2,56,1,13
Goblin,The Goblet,30,50,1,13
Cactuar,The Lavender Beds,2,21,2,29
Leviathan,The Lavender Beds,5,52,1,7
Excalibur,Shirogane,23,57,1,21
Famfrit,The Goblet,2,38,2,23
Sargatanas,The Lavender Beds,23,59,1,26
Gilgamesh,The Lavender Beds,15,24,1,18
Gilgamesh,The Lavender Beds,26,16,2,134
Jenova,Shirogane,21,51,1,41
Zalera,Shirogane,23,11,1,9
Diabolos,Shirogane,26,20,1,16
Mateus,The Lavender Beds,23,37,1,32
Coeurl,The Lavender Beds,24,45,1,15
Coeurl,The Goblet,9,22,1,4
Diabolos,The Lavender Beds,10,17,1,17
Goblin,Mist,24,10,1,7
Hyperion,Shirogane,20,48,1,9
Malboro,Mist,26,1,2,57
Cactuar,Mist,18,24,1,9
Mateus,The Lavender Beds,22,15,1,28
Ultros,Empyreum,15,40,1,4
Exodus,Empyreum,12,49,1,2
Cactuar,Shirogane,14,32,1,17
Famfrit,Shirogane,1,58,2,31
Siren,Empyreum,24,9,1,6
Excalibur,Empyreum,6,43,1,10
Goblin,Shirogane,9,42,1,9
Goblin,Shirogane,28,39,1,9
Balmung,Empyreum,17,3,1,28
Balmung,Empyreum,16,43,1,22
Balmung,Mist,23,10,1,31
Balmung,The Goblet,14,31,1,19
Balmung,The Lavender Beds,11,54,1,19
Ultros,Shirogane,17,35,1,15
Mateus,Mist,20,8,1,34
Ultros,Shirogane,21,57,1,9
Lamia,The Lavender Beds,30,28,3,162
Lamia,The Lavender Beds,27,12,1,8
Gilgamesh,Empyreum,14,21,2,42
Midgardsormr,The Goblet,22,46,1,8
Excalibur,The Lavender Beds,9,4,1,13
Sargatanas,Mist,27,19,1,21
Sargatanas,The Goblet,29,15,1,6
Midgardsormr,The Goblet,28,45,1,11
Diabolos,Mist,19,21,1,30
Behemoth,The Goblet,27,41,2,34
Diabolos,Shirogane,25,2,1,6
Ultros,Shirogane,23,9,1,10
Diabolos,The Goblet,29,1,1,6
Diabolos,The Goblet,14,28,1,2
Cactuar,Shirogane,17,40,1,16
Coeurl,The Lavender Beds,19,34,1,13
Zalera,Shirogane,15,17,1,26
Balmung,Shirogane,28,14,1,24
Balmung,Shirogane,30,17,1,42
Balmung,Shirogane,26,3,1,41
Excalibur,The Lavender Beds,1,25,1,11
Siren,The Goblet,20,2,1,9
Diabolos,The Lavender Beds,9,12,1,7
Ultros,The Lavender Beds,11,40,1,12
Goblin,Shirogane,9,55,1,13
Cactuar,The Goblet,29,41,2,38
Leviathan,Empyreum,13,9,1,3
Adamantoise,The Goblet,13,36,2,50
Brynhildr,Empyreum,21,8,2,57
Mateus,Mist,3,43,1,11
Mateus,The Lavender Beds,22,44,1,18
Adamantoise,Empyreum,12,49,1,5
Sargatanas,Shirogane,30,45,2,76
Brynhildr,Shirogane,2,6,1,15
Midgardsormr,Empyreum,23,42,3,126
Zalera,The Goblet,15,32,1,8
Ultros,Empyreum,19,12,3,208
Midgardsormr,Shirogane,30,59,1,16
Gilgamesh,Empyreum,5,35,1,5
Gilgamesh,Mist,26,18,1,18
Faerie,Empyreum,24,41,1,14
Faerie,Empyreum,24,56,2,92
Ultros,The Goblet,23,36,2,21
Siren,Empyreum,27,37,2,57
Brynhildr,Mist,9,5,3,252
Brynhildr,The Goblet,20,38,2,29
Brynhildr,The Goblet,19,40,1,5
Brynhildr,The Goblet,12,18,1,8
Adamantoise,The Lavender Beds,25,5,2,73
Behemoth,The Lavender Beds,10,53,1,4
Hyperion,The Lavender Beds,23,39,1,17
Faerie,The Lavender Beds,13,56,1,25
Goblin,The Goblet,16,32,1,4
Famfrit,The Goblet,14,2,1,3
Coeurl,The Goblet,18,53,1,2
Coeurl,The Goblet,17,28,1,3
Coeurl,Mist,9,52,1,21
Hyperion,The Lavender Beds,28,42,1,8
Hyperion,The Lavender Beds,17,17,1,14
Hyperion,Mist,11,42,1,4
Jenova,Mist,29,58,1,12
Exodus,The Lavender Beds,21,31,2,58
Lamia,Shirogane,25,41,1,1
Hyperion,The Goblet,8,6,2,123
Cactuar,Mist,19,47,1,9
Leviathan,Shirogane,22,2,1,7
Leviathan,The Goblet,6,12,2,23
Faerie,Shirogane,25,41,1,5
Gilgamesh,The Lavender Beds,25,49,1,10
Hyperion,Shirogane,1,41,1,1
Siren,The Lavender Beds,9,57,2,56
Ultros,The Lavender Beds,27,37,1,13
Gilgamesh,Mist,26,52,1,10
Gilgamesh,Empyreum,4,57,1,3
Zalera,Mist,29,27,1,13
Adamantoise,Shirogane,12,51,1,17
Gilgamesh,Empyreum,8,25,1,11
Sargatanas,Empyreum,19,35,1,4
Mateus,The Goblet,14,11,2,96
Jenova,The Lavender Beds,19,39,1,35
Cactuar,The Lavender Beds,23,26,1,16
Diabolos,Shirogane,22,55,1,9
Malboro,The Goblet,21,28,1,2
Coeurl,The Goblet,29,3,1,4
Sargatanas,Mist,17,53,1,8
Coeurl,The Lavender Beds,28,10,1,28
Hyperion,The Goblet,25,2,1,1
Gilgamesh,The Lavender Beds,6,43,1,5
Balmung,Mist,16,28,1,26
Brynhildr,The Goblet,7,58,1,5
Brynhildr,The Goblet,8,21,1,5
Brynhildr,The Goblet,2,39,1,8
Brynhildr,Mist,28,40,1,11
Malboro,Shirogane,24,6,1,8
Malboro,Shirogane,4,1,2,46
Ultros,The Goblet,16,46,1,3
Ultros,The Goblet,1,54,1,1
Jenova,Shirogane,18,28,2,197
Jenova,Empyreum,25,2,2,51
Jenova,The Goblet,2,39,1,9
Jenova,The Lavender Beds,25,44,1,4
Ultros,Mist,10,23,1,5
Goblin,Shirogane,25,59,1,7
Excalibur,The Goblet,27,22,1,5
Famfrit,Empyreum,23,28,1,5
Famfrit,Empyreum,11,45,1,5
Famfrit,Empyreum,8,9,1,3
Famfrit,The Lavender Beds,28,53,1,5
Jenova,Mist,25,37,2,64
Malboro,The Goblet,27,2,1,3
Balmung,Shirogane,11,36,1,26
Excalibur,Shirogane,25,29,1,8
Excalibur,Shirogane,9,35,1,11
Excalibur,Shirogane,6,28,2,94
Mateus,The Goblet,25,46,1,9
Mateus,The Goblet,17,23,1,13
Mateus,The Goblet,15,29,1,14
Mateus,Shirogane,10,55,1,46
Brynhildr,Mist,20,11,1,9
Midgardsormr,The Lavender Beds,13,44,1,12
Goblin,The Lavender Beds,26,51,2,226
Zalera,The Goblet,13,28,1,9
Zalera,The Goblet,13,3,1,6
Midgardsormr,Mist,26,17,1,14
Siren,The Lavender Beds,29,43,1,17
Excalibur,Mist,17,29,2,107
Sargatanas,The Goblet,2,20,1,2
Sargatanas,The Goblet,20,41,2,31
Goblin,The Goblet,2,28,1,2
Goblin,The Goblet,18,9,1,3
Exodus,Empyreum,20,9,1,2
Exodus,Empyreum,20,16,1,2
Exodus,Shirogane,22,11,1,5
Hyperion,The Lavender Beds,15,17,1,10
Zalera,The Lavender Beds,27,58,3,217
Hyperion,The Lavender Beds,7,26,1,6
Exodus,The Goblet,18,38,2,24
Cactuar,The Lavender Beds,17,31,2,92
Behemoth,Shirogane,30,28,2,70
Behemoth,Shirogane,3,47,1,0
Ultros,Empyreum,15,57,1,4
Adamantoise,Shirogane,28,59,1,15
Adamantoise,The Lavender Beds,13,29,1,40
Brynhildr,Mist,25,39,1,3
Faerie,The Lavender Beds,19,59,1,60
Goblin,The Lavender Beds,15,17,1,23
Cactuar,Shirogane,13,39,1,19
Brynhildr,Mist,5,46,1,2
Brynhildr,Mist,5,27,1,6
Midgardsormr,Shirogane,24,42,1,12
Siren,Shirogane,21,21,1,41
Goblin,Mist,24,47,1,7
Cactuar,Empyreum,14,28,1,6
Cactuar,The Lavender Beds,20,55,1,14
Cactuar,Mist,27,50,1,32
Cactuar,Mist,20,4,2,119
Coeurl,The Goblet,6,38,2,54
Hyperion,Mist,8,51,1,14
Diabolos,Empyreum,16,46,1,9
Goblin,The Goblet,28,18,1,5
Siren,Mist,8,12,1,14
Jenova,The Lavender Beds,17,25,1,15
Faerie,Mist,23,4,2,133
Siren,The Goblet,18,13,3,74
Siren,The Goblet,15,10,1,10
Hyperion,The Lavender Beds,22,7,1,7
Midgardsormr,The Lavender Beds,23,56,1,12
Siren,The Lavender Beds,29,5,2,50
Gilgamesh,Shirogane,21,25,1,15
Brynhildr,The Lavender Beds,1,53,1,7
Hyperion,Shirogane,24,55,1,11
Hyperion,Shirogane,24,53,1,16
Brynhildr,Shirogane,9,48,1,12
Siren,The Goblet,5,34,2,31
Malboro,The Goblet,19,10,1,2
Malboro,The Lavender Beds,24,7,1,6
Gilgamesh,Mist,11,11,1,11
Diabolos,Empyreum,22,48,2,58
Faerie,Shirogane,30,2,1,37
Faerie,Empyreum,12,13,1,13
Faerie,Empyreum,29,39,1,10
Faerie,The Goblet,27,55,2,54
Zalera,The Goblet,22,9,1,6
Mateus,Shirogane,6,11,1,13
Faerie,Mist,26,18,1,35
Faerie,Empyreum,11,44,1,12
Gilgamesh,Empyreum,12,11,1,9
Goblin,Shirogane,19,5,1,8
Sargatanas,Empyreum,24,1,1,14
Sargatanas,The Goblet,22,3,1,4
Sargatanas,The Goblet,11,40,1,3
Jenova,The Goblet,14,2,1,11
Siren,Empyreum,24,27,1,7
Ultros,The Goblet,13,47,1,2
Balmung,The Goblet,8,53,1,19
Gilgamesh,Empyreum,26,15,1,9
Jenova,Shirogane,27,6,1,16
Behemoth,The Lavender Beds,18,39,1,13
Sargatanas,Mist,30,22,1,10
Sargatanas,Mist,21,29,2,64
Adamantoise,The Lavender Beds,11,42,1,14
Exodus,Mist,17,12,1,5
Hyperion,Shirogane,2,33,1,14
Famfrit,Empyreum,7,33,1,4
Hyperion,Mist,1,50,1,11
Adamantoise,Empyreum,14,40,1,5
Ultros,Mist,2,30,2,43
Famfrit,The Lavender Beds,1,13,1,5
Brynhildr,Empyreum,10,43,1,5
Brynhildr,The Lavender Beds,26,45,1,13
Brynhildr,The Lavender Beds,27,34,1,8
Balmung,The Goblet,12,3,1,19
Coeurl,Mist,26,17,1,17
Brynhildr,The Goblet,20,4,2,25
Coeurl,The Goblet,21,26,1,6
Sargatanas,The Lavender Beds,24,40,1,13
Faerie,Shirogane,9,55,1,27
Excalibur,Shirogane,13,34,1,14
Excalibur,The Lavender Beds,22,1,2,119
Diabolos,The Goblet,22,32,1,4
Siren,Empyreum,28,58,1,6
Siren,Empyreum,19,4,1,6
Siren,Empyreum,9,43,1,6
Midgardsormr,Empyreum,30,51,2,78
Brynhildr,The Goblet,21,29,1,6
Adamantoise,Empyreum,14,18,2,61
Siren,The Goblet,8,45,1,12
Siren,The Goblet,7,34,2,30
Gilgamesh,Shirogane,1,12,1,7
Exodus,Shirogane,11,20,1,14
Hyperion,Mist,20,20,1,17
Behemoth,Mist,26,55,1,3
Behemoth,Mist,16,18,1,5
Jenova,The Lavender Beds,11,42,1,14
Sargatanas,Mist,1,53,1,9
Cactuar,Shirogane,5,9,1,7
Siren,Mist,27,59,2,56
Zalera,The Goblet,24,1,1,6
Zalera,The Goblet,7,15,1,14
Zalera,Shirogane,29,34,1,15
Zalera,Shirogane,15,12,1,9
Exodus,Shirogane,20,9,1,5
Exodus,Mist,26,10,1,8
Excalibur,Shirogane,6,23,1,8
Brynhildr,Shirogane,9,55,1,11
Goblin,Mist,12,18,1,10
Leviathan,Shirogane,10,24,2,57
Mateus,The Lavender Beds,25,48,1,7
Goblin,Shirogane,28,17,1,30
Ultros,The Goblet,26,6,2,19
Ultros,The Goblet,23,55,2,29
Ultros,Empyreum,30,59,1,4
Balmung,Shirogane,8,37,3,535
Sargatanas,The Lavender Beds,10,52,1,12
Coeurl,The Lavender Beds,1,7,1,3
Cactuar,Empyreum,13,5,1,8
Leviathan,Mist,10,37,2,70
Brynhildr,The Goblet,19,36,2,25
Brynhildr,The Goblet,18,17,1,6
Leviathan,The Goblet,12,29,1,4
Balmung,The Goblet,25,29,1,12
Balmung,The Goblet,25,26,1,12
Balmung,The Goblet,25,27,1,10
Balmung,The Goblet,9,54,1,19
Hyperion,Shirogane,15,57,1,14
Hyperion,Empyreum,24,20,1,3
Faerie,Mist,8,54,1,16
Faerie,Mist,8,58,1,17
Gilgamesh,The Goblet,27,13,3,147
Gilgamesh,Mist,11,23,1,15
Mateus,The Goblet,19,37,1,9
Hyperion,Mist,24,56,1,6
Adamantoise,Empyreum,24,41,1,17
Adamantoise,The Goblet,18,26,1,6
Zalera,The Goblet,21,43,3,91
Behemoth,The Lavender Beds,8,21,2,55
Malboro,Shirogane,16,45,2,64
Malboro,Empyreum,20,35,1,3
Malboro,Empyreum,8,3,1,2
Faerie,Empyreum,22,28,1,15
Faerie,Empyreum,22,33,1,11
Malboro,The Lavender Beds,10,16,2,131
Brynhildr,Mist,14,28,1,8
Leviathan,Shirogane,24,36,1,12
Cactuar,Empyreum,20,36,1,7
Cactuar,Empyreum,23,23,1,7
Cactuar,Empyreum,16,16,1,6
Cactuar,The Lavender Beds,13,49,1,16
Goblin,The Lavender Beds,23,19,1,14
Cactuar,Mist,19,36,2,135
Jenova,Mist,22,45,3,218
Lamia,Shirogane,27,12,1,10
Mateus,Mist,9,46,1,21
Siren,The Lavender Beds,24,36,3,114
Balmung,Mist,28,59,2,216
Leviathan,Shirogane,28,28,2,79
Faerie,The Lavender Beds,26,21,2,105
Diabolos,Shirogane,21,20,1,15
Diabolos,The Lavender Beds,26,48,1,5
Famfrit,The Lavender Beds,30,48,1,9
Gilgamesh,The Goblet,14,60,3,152
Siren,Shirogane,19,5,1,16
Sargatanas,Mist,15,40,1,6
Midgardsormr,Mist,17,38,1,11
Midgardsormr,The Goblet,26,45,1,10
Diabolos,Empyreum,15,40,1,9
Adamantoise,The Goblet,14,31,1,9
Behemoth,Empyreum,12,36,1,1
Ultros,Shirogane,26,25,1,12
Balmung,The Goblet,27,41,2,139
Brynhildr,The Goblet,19,51,1,6
Brynhildr,The Goblet,15,16,1,6
Brynhildr,The Goblet,7,25,2,27
Famfrit,Shirogane,27,21,1,18
Famfrit,Shirogane,16,20,1,12
Famfrit,The Lavender Beds,10,34,1,7
Famfrit,Mist,7,44,2,55
Cactuar,Mist,14,54,1,7
Cactuar,Mist,10,18,1,16
Brynhildr,Mist,27,59,2,65
Brynhildr,Mist,15,8,1,6
Faerie,Empyreum,30,49,1,14
Excalibur,Mist,7,14,2,96
Diabolos,The Goblet,15,5,3,161
Sargatanas,Mist,28,49,1,21
Faerie,Empyreum,15,34,1,11
Adamantoise,Shirogane,7,31,2,145
Goblin,Empyreum,22,49,1,4
Goblin,Shirogane,22,34,1,7
Goblin,The Lavender Beds,16,14,1,9
Lamia,Shirogane,6,27,1,8
Coeurl,Empyreum,23,17,2,68
Coeurl,Empyreum,20,14,1,5
Coeurl,Mist,11,34,2,120
Mateus,Mist,18,54,1,26
Mateus,Mist,5,60,2,145
Gilgamesh,Mist,10,26,1,13
Famfrit,The Goblet,10,54,1,4
Gilgamesh,The Goblet,7,58,1,9
Mateus,The Lavender Beds,4,12,1,15
Malboro,Shirogane,10,51,1,15
Goblin,Shirogane,12,42,1,8
Faerie,The Goblet,13,6,2,55
Exodus,Shirogane,3,39,1,2
Midgardsormr,Mist,14,5,3,372
Leviathan,Shirogane,26,47,1,20
Leviathan,Shirogane,14,1,2,94
Gilgamesh,Mist,8,47,1,15
Diabolos,Empyreum,30,24,1,15
Sargatanas,Mist,25,13,1,4
Jenova,The Goblet,8,7,1,14
Malboro,Mist,17,41,1,4
Diabolos,The Goblet,15,19,2,80
Gilgamesh,The Goblet,11,32,1,7
Goblin,Mist,21,39,1,7
Mateus,Empyreum,17,14,1,18
Malboro,The Lavender Beds,20,59,1,19
Zalera,Empyreum,23,57,1,14
Zalera,Empyreum,21,44,1,8
Gilgamesh,The Goblet,21,54,1,7
Jenova,Mist,29,12,1,14
Midgardsormr,Mist,13,1,2,117
Gilgamesh,Empyreum,29,28,1,14
Gilgamesh,Empyreum,12,10,1,8
Gilgamesh,Empyreum,8,5,1,8
Zalera,Mist,6,44,2,91
Lamia,Mist,14,42,1,4
Midgardsormr,The Goblet,16,29,1,13
Zalera,Mist,8,33,1,23
Malboro,Mist,19,53,1,5
Jenova,Mist,17,11,1,17
Exodus,Shirogane,19,12,1,6
Diabolos,Mist,20,43,1,5
Zalera,The Lavender Beds,17,25,1,16
Leviathan,The Goblet,8,13,3,130
Adamantoise,Mist,16,28,1,15
Cactuar,Empyreum,29,13,1,7
Malboro,The Lavender Beds,1,33,3,136
Brynhildr,Mist,13,42,1,8
Balmung,Shirogane,16,54,2,177
Jenova,Shirogane,30,26,1,17
Midgardsormr,The Goblet,26,14,1,16
Sargatanas,The Goblet,26,6,2,38
Mateus,Shirogane,8,4,1,50
Cactuar,Empyreum,10,34,1,6
Coeurl,Shirogane,15,32,1,13
Exodus,Empyreum,21,32,2,62
Lamia,Shirogane,14,42,1,11
Adamantoise,Empyreum,17,17,2,57
Siren,Shirogane,23,39,1,18
Ultros,The Lavender Beds,20,18,1,4
Diabolos,The Goblet,18,29,1,2
Exodus,The Lavender Beds,7,17,1,14
Brynhildr,The Goblet,14,9,1,5
Adamantoise,The Lavender Beds,27,49,1,17
Leviathan,Empyreum,29,40,1,3
Leviathan,Empyreum,22,1,1,21
Gilgamesh,Mist,2,9,1,4
Sargatanas,The Lavender Beds,12,35,2,100
Leviathan,Mist,7,11,1,15
Gilgamesh,Shirogane,2,25,1,5
Excalibur,Empyreum,19,17,2,100
Faerie,The Goblet,14,18,1,15
Mateus,Empyreum,20,28,1,18
Lamia,The Lavender Beds,19,19,1,7
Malboro,Shirogane,3,50,1,8
Behemoth,The Lavender Beds,28,17,1,12
Behemoth,The Lavender Beds,17,14,1,3
Famfrit,Shirogane,24,52,1,13
Gilgamesh,Shirogane,14,29,1,13
Famfrit,The Goblet,7,16,1,4
Famfrit,The Lavender Beds,21,34,1,4
Coeurl,Shirogane,7,44,1,12
Coeurl,The Goblet,30,36,2,45
Lamia,Mist,26,20,1,24
Sargatanas,Shirogane,7,53,1,18
Balmung,Mist,22,40,1,26
Adamantoise,Mist,23,29,2,69
Sargatanas,Shirogane,17,10,1,13
Lamia,The Lavender Beds,23,23,1,10
Exodus,Empyreum,9,15,1,2
Brynhildr,Shirogane,27,14,1,18
Gilgamesh,Empyreum,13,14,1,6
Gilgamesh,Mist,27,22,1,13
Diabolos,The Goblet,30,10,1,4
Brynhildr,Empyreum,28,16,1,7
Cactuar,The Goblet,4,3,1,8
Ultros,Shirogane,27,15,2,56
Malboro,The Lavender Beds,24,12,1,9
Coeurl,The Goblet,8,13,3,162
Balmung,Empyreum,13,5,1,32
Mateus,Empyreum,27,25,1,28
Behemoth,Shirogane,19,22,1,19
Sargatanas,The Lavender Beds,20,11,2,72
Siren,Empyreum,2,41,1,8
Goblin,The Goblet,27,59,1,4
Siren,The Goblet,19,38,2,39
Exodus,Shirogane,8,18,1,5
Sargatanas,Shirogane,24,21,1,15
Ultros,The Goblet,11,23,1,0
Ultros,Mist,22,29,2,46
Behemoth,Mist,5,54,1,3
Diabolos,Empyreum,19,31,1,17
Sargatanas,Shirogane,16,13,2,62
Diabolos,Shirogane,14,44,1,10
Diabolos,Shirogane,13,10,1,10
Behemoth,Mist,25,50,1,4
Behemoth,Mist,28,42,1,2
